,Date,obs,error,Set
86,2004-07-01,10.217792151612905,0.1,MonthlyGPP
87,2005-07-01,10.023772858064515,0.1,MonthlyGPP
88,2006-07-01,9.756019448387098,0.1,MonthlyGPP
89,2007-07-01,9.833262567741937,0.1,MonthlyGPP
90,2008-07-01,9.679228738709678,0.1,MonthlyGPP
91,2009-07-01,9.667653641935482,0.1,MonthlyGPP
92,2010-07-01,9.939092883870966,0.1,MonthlyGPP
93,2011-07-01,10.047139012903227,0.1,MonthlyGPP
94,2012-07-01,10.215627316129032,0.1,MonthlyGPP
95,2013-07-01,10.157983858064517,0.1,MonthlyGPP
96,2014-07-01,10.114272493548386,0.1,MonthlyGPP
97,2015-07-01,10.377538345161291,0.1,MonthlyGPP
98,2016-07-01,10.44409595483871,0.1,MonthlyGPP
99,2003-08-01,10.167536406451614,0.1,MonthlyGPP
100,2004-08-01,9.344472699999997,0.1,MonthlyGPP
101,2005-08-01,9.581340229032255,0.1,MonthlyGPP
102,2006-08-01,9.442302696774197,0.1,MonthlyGPP
103,2007-08-01,10.062830122580646,0.1,MonthlyGPP
104,2008-08-01,9.576570741935486,0.1,MonthlyGPP
105,2009-08-01,9.930334099999998,0.1,MonthlyGPP
106,2010-08-01,10.07404140967742,0.1,MonthlyGPP
107,2011-08-01,10.073450348387098,0.1,MonthlyGPP
108,2012-08-01,9.980162764516129,0.1,MonthlyGPP
109,2013-08-01,10.573092061290323,0.1,MonthlyGPP
110,2014-08-01,10.432005338709677,0.1,MonthlyGPP
111,2015-08-01,9.992176538709675,0.1,MonthlyGPP
112,2016-08-01,10.379862196774193,0.1,MonthlyGPP
113,2003-09-01,9.56121892,0.1,MonthlyGPP
114,2004-09-01,9.686851246666667,0.1,MonthlyGPP
115,2005-09-01,9.256301916666665,0.1,MonthlyGPP
116,2006-09-01,9.543063506666664,0.1,MonthlyGPP
117,2007-09-01,9.759230453333336,0.1,MonthlyGPP
118,2008-09-01,9.707797786666669,0.1,MonthlyGPP
119,2009-09-01,9.983911913333333,0.1,MonthlyGPP
120,2010-09-01,9.853912870000002,0.1,MonthlyGPP
121,2011-09-01,9.661613356666667,0.1,MonthlyGPP
122,2012-09-01,10.286519563333334,0.1,MonthlyGPP
123,2013-09-01,10.074552753333332,0.1,MonthlyGPP
124,2014-09-01,9.952262073333333,0.1,MonthlyGPP
125,2015-09-01,9.992190376666665,0.1,MonthlyGPP
126,2016-09-01,9.950879943333332,0.1,MonthlyGPP
127,2003-10-01,9.777260645161288,0.1,MonthlyGPP
128,2004-10-01,9.594801380645162,0.1,MonthlyGPP
129,2005-10-01,9.737612661290324,0.1,MonthlyGPP
130,2006-10-01,9.567702838709675,0.1,MonthlyGPP
131,2007-10-01,9.652948696774192,0.1,MonthlyGPP
132,2008-10-01,10.03423725483871,0.1,MonthlyGPP
133,2009-10-01,9.855918225806446,0.1,MonthlyGPP
134,2010-10-01,10.003116722580643,0.1,MonthlyGPP
135,2011-10-01,9.880263883870969,0.1,MonthlyGPP
136,2012-10-01,10.37848317419355,0.1,MonthlyGPP
137,2013-10-01,10.182978258064516,0.1,MonthlyGPP
138,2014-10-01,10.009081177419356,0.1,MonthlyGPP
139,2015-10-01,9.643166048387098,0.1,MonthlyGPP
140,2016-10-01,10.189475277419353,0.1,MonthlyGPP
141,2003-11-01,10.577725890000002,0.1,MonthlyGPP
142,2004-11-01,9.427406816666668,0.1,MonthlyGPP
143,2005-11-01,9.799801233333334,0.1,MonthlyGPP
144,2006-11-01,9.160585379999999,0.1,MonthlyGPP
145,2007-11-01,9.562212160000001,0.1,MonthlyGPP
146,2008-11-01,10.189494323333331,0.1,MonthlyGPP
147,2009-11-01,9.34473469,0.1,MonthlyGPP
148,2010-11-01,9.991345410000001,0.1,MonthlyGPP
149,2011-11-01,10.113070246666666,0.1,MonthlyGPP
150,2012-11-01,9.896349263333333,0.1,MonthlyGPP
151,2013-11-01,10.434213106666665,0.1,MonthlyGPP
152,2014-11-01,10.308119156666665,0.1,MonthlyGPP
153,2015-11-01,9.547928493333334,0.1,MonthlyGPP
154,2016-11-01,9.891736253333335,0.1,MonthlyGPP
155,2003-12-01,10.195143561290323,0.1,MonthlyGPP
156,2004-12-01,10.147533406451613,0.1,MonthlyGPP
157,2005-12-01,10.161481483870968,0.1,MonthlyGPP
158,2006-12-01,10.202459893548387,0.1,MonthlyGPP
159,2007-12-01,10.045617558064516,0.1,MonthlyGPP
160,2008-12-01,10.215370161290323,0.1,MonthlyGPP
161,2009-12-01,9.756610651612903,0.1,MonthlyGPP
162,2010-12-01,8.976940433225808,0.1,MonthlyGPP
163,2011-12-01,10.103886883870969,0.1,MonthlyGPP
164,2012-12-01,10.711323703225807,0.1,MonthlyGPP
165,2013-12-01,10.39901580967742,0.1,MonthlyGPP
166,2014-12-01,10.259274916129032,0.1,MonthlyGPP
167,2015-12-01,10.011090093548388,0.1,MonthlyGPP
168,2016-12-01,10.761734177419354,0.1,MonthlyGPP
0,2003-01-01,0.2285060487645161,1.0,Runoff
1,2004-01-01,0.37838981619354833,1.0,Runoff
2,2005-01-01,34.65880348387096,1.0,Runoff
3,2006-01-01,37.12507819354839,1.0,Runoff
4,2007-01-01,32.22724912903226,1.0,Runoff
5,2008-01-01,29.745387387096773,1.0,Runoff
6,2009-01-01,21.756849516129037,1.0,Runoff
7,2010-01-01,22.675844580645155,1.0,Runoff
8,2011-01-01,91.82639229032259,1.0,Runoff
9,2012-01-01,49.15006109677419,1.0,Runoff
10,2013-01-01,56.73370664516128,1.0,Runoff
11,2014-01-01,22.795199516129035,1.0,Runoff
12,2015-01-01,35.40291916129033,1.0,Runoff
13,2016-01-01,17.278867096774192,1.0,Runoff
14,2017-01-01,52.162420000000004,1.0,Runoff
15,2003-02-01,0.19823591600277143,1.0,Runoff
16,2004-02-01,0.20626833789285715,1.0,Runoff
17,2005-02-01,23.288092785714294,1.0,Runoff
18,2006-02-01,17.63638382142857,1.0,Runoff
19,2007-02-01,13.749427589285718,1.0,Runoff
20,2008-02-01,19.54474946428572,1.0,Runoff
21,2009-02-01,14.185977839285712,1.0,Runoff
22,2010-02-01,14.700369607142857,1.0,Runoff
23,2011-02-01,29.490550892857147,1.0,Runoff
24,2012-02-01,17.500620821428573,1.0,Runoff
25,2013-02-01,26.97808132142857,1.0,Runoff
26,2014-02-01,11.931380928571432,1.0,Runoff
27,2015-02-01,21.677124642857144,1.0,Runoff
28,2016-02-01,10.709623696428569,1.0,Runoff
29,2003-03-01,0.030119161220758063,1.0,Runoff
30,2004-03-01,1.6545466029032259,1.0,Runoff
31,2005-03-01,13.76878433870968,1.0,Runoff
32,2006-03-01,10.098192012903224,1.0,Runoff
33,2007-03-01,11.743636941935486,1.0,Runoff
34,2008-03-01,11.083637725806451,1.0,Runoff
35,2009-03-01,10.151857964516127,1.0,Runoff
36,2010-03-01,12.166542741935485,1.0,Runoff
37,2011-03-01,16.706431919354834,1.0,Runoff
38,2012-03-01,10.321285496774191,1.0,Runoff
39,2013-03-01,17.561838064516127,1.0,Runoff
40,2014-03-01,8.18639719032258,1.0,Runoff
41,2015-03-01,11.585251887096772,1.0,Runoff
42,2016-03-01,6.4719903806451615,1.0,Runoff
43,2003-04-01,1.2060853182163203,1.0,Runoff
44,2004-04-01,4.568143000666666,1.0,Runoff
45,2005-04-01,18.18003756666667,1.0,Runoff
46,2006-04-01,7.7341844433333335,1.0,Runoff
47,2007-04-01,28.323601370000006,1.0,Runoff
48,2008-04-01,7.249882923333333,1.0,Runoff
49,2009-04-01,11.567365703333339,1.0,Runoff
50,2010-04-01,16.757873503333336,1.0,Runoff
51,2011-04-01,13.209365866666666,1.0,Runoff
52,2012-04-01,32.388688026666664,1.0,Runoff
53,2013-04-01,12.977353500000001,1.0,Runoff
54,2014-04-01,6.984093560000001,1.0,Runoff
55,2015-04-01,10.437467743333334,1.0,Runoff
56,2016-04-01,20.515600053333333,1.0,Runoff
57,2003-05-01,7.060611160412801,1.0,Runoff
58,2004-05-01,42.32400331193548,1.0,Runoff
59,2005-05-01,32.04834267741936,1.0,Runoff
60,2006-05-01,32.5742889483871,1.0,Runoff
61,2007-05-01,110.27829487096773,1.0,Runoff
62,2008-05-01,13.527488170967743,1.0,Runoff
63,2009-05-01,11.838746454838713,1.0,Runoff
64,2010-05-01,21.837974090322586,1.0,Runoff
65,2011-05-01,23.132294387096767,1.0,Runoff
66,2012-05-01,35.260593951612904,1.0,Runoff
67,2013-05-01,22.65247198387097,1.0,Runoff
68,2014-05-01,21.374861641935485,1.0,Runoff
69,2015-05-01,23.503740970967737,1.0,Runoff
70,2016-05-01,12.530275119354837,1.0,Runoff
71,2003-06-01,29.979280715289946,1.0,Runoff
72,2004-06-01,25.24301346333333,1.0,Runoff
73,2005-06-01,28.41831136666667,1.0,Runoff
74,2006-06-01,32.2581522,1.0,Runoff
75,2007-06-01,72.36686406666668,1.0,Runoff
76,2008-06-01,26.32833933,1.0,Runoff
77,2009-06-01,50.19668486,1.0,Runoff
78,2010-06-01,47.5790633,1.0,Runoff
79,2011-06-01,60.13227673333333,1.0,Runoff
80,2012-06-01,54.46943999999999,1.0,Runoff
81,2013-06-01,30.438320599999997,1.0,Runoff
82,2014-06-01,44.218877,1.0,Runoff
83,2015-06-01,22.621362449999996,1.0,Runoff
84,2016-06-01,45.057947966666674,1.0,Runoff
85,2003-07-01,10.523043678522104,1.0,Runoff
86,2004-07-01,38.96735261935484,1.0,Runoff
87,2005-07-01,28.91851570967742,1.0,Runoff
88,2006-07-01,62.12725174193548,1.0,Runoff
89,2007-07-01,47.668179419354836,1.0,Runoff
90,2008-07-01,30.3020709516129,1.0,Runoff
91,2009-07-01,43.08830240322581,1.0,Runoff
92,2010-07-01,65.44856658064516,1.0,Runoff
93,2011-07-01,70.4591903548387,1.0,Runoff
94,2012-07-01,62.82208009677417,1.0,Runoff
95,2013-07-01,85.97340358064515,1.0,Runoff
96,2014-07-01,39.88774316129033,1.0,Runoff
97,2015-07-01,17.60262788709677,1.0,Runoff
98,2016-07-01,89.06908541935483,1.0,Runoff
99,2003-08-01,10.140789437400802,1.0,Runoff
100,2004-08-01,64.5215655483871,1.0,Runoff
101,2005-08-01,50.74170729032259,1.0,Runoff
102,2006-08-01,64.11129348387097,1.0,Runoff
103,2007-08-01,92.19467425806452,1.0,Runoff
104,2008-08-01,37.98453016129032,1.0,Runoff
105,2009-08-01,99.18968538709677,1.0,Runoff
106,2010-08-01,109.44769000000002,1.0,Runoff
107,2011-08-01,56.88375909677419,1.0,Runoff
108,2012-08-01,55.33345058064518,1.0,Runoff
109,2013-08-01,73.28751519354837,1.0,Runoff
110,2014-08-01,55.31750325806453,1.0,Runoff
111,2015-08-01,26.68372170967742,1.0,Runoff
112,2016-08-01,42.09285700000001,1.0,Runoff
113,2003-09-01,19.30171761896106,1.0,Runoff
114,2004-09-01,65.43389080000001,1.0,Runoff
115,2005-09-01,59.46372680000002,1.0,Runoff
116,2006-09-01,50.93731349999999,1.0,Runoff
117,2007-09-01,64.03711916666666,1.0,Runoff
118,2008-09-01,30.257388300000002,1.0,Runoff
119,2009-09-01,45.84389779999999,1.0,Runoff
120,2010-09-01,87.49874783333337,1.0,Runoff
121,2011-09-01,56.039643866666665,1.0,Runoff
122,2012-09-01,46.11623653333334,1.0,Runoff
123,2013-09-01,67.25871240000001,1.0,Runoff
124,2014-09-01,51.52825449999999,1.0,Runoff
125,2015-09-01,52.96772853333334,1.0,Runoff
126,2016-09-01,49.65144296666667,1.0,Runoff
127,2003-10-01,12.994548004133389,1.0,Runoff
128,2004-10-01,59.22333632258065,1.0,Runoff
129,2005-10-01,43.64773,1.0,Runoff
130,2006-10-01,54.05268364516129,1.0,Runoff
131,2007-10-01,58.543168258064505,1.0,Runoff
132,2008-10-01,23.996342548387094,1.0,Runoff
133,2009-10-01,57.68456612903225,1.0,Runoff
134,2010-10-01,92.75223929032259,1.0,Runoff
135,2011-10-01,71.76097480645161,1.0,Runoff
136,2012-10-01,68.40688729032259,1.0,Runoff
137,2013-10-01,63.95623241935485,1.0,Runoff
138,2014-10-01,48.962029645161294,1.0,Runoff
139,2015-10-01,96.32982503225806,1.0,Runoff
140,2016-10-01,93.9678249032258,1.0,Runoff
141,2003-11-01,7.379359276926334,1.0,Runoff
142,2004-11-01,92.11874596666667,1.0,Runoff
143,2005-11-01,92.89136076666666,1.0,Runoff
144,2006-11-01,98.52336713333335,1.0,Runoff
145,2007-11-01,95.36263970000002,1.0,Runoff
146,2008-11-01,71.02469646666667,1.0,Runoff
147,2009-11-01,87.7241512,1.0,Runoff
148,2010-11-01,125.95103433333334,1.0,Runoff
149,2011-11-01,136.3994986,1.0,Runoff
150,2012-11-01,205.54731016666668,1.0,Runoff
151,2013-11-01,63.536423766666665,1.0,Runoff
152,2014-11-01,83.03466796666665,1.0,Runoff
153,2015-11-01,56.70012243333333,1.0,Runoff
154,2016-11-01,236.04420713333332,1.0,Runoff
155,2003-12-01,25.68004327109355,1.0,Runoff
156,2004-12-01,61.56642116129031,1.0,Runoff
157,2005-12-01,58.24697641935483,1.0,Runoff
158,2006-12-01,89.0175646451613,1.0,Runoff
159,2007-12-01,61.35231064516129,1.0,Runoff
160,2008-12-01,60.66381958064515,1.0,Runoff
161,2009-12-01,54.338797225806466,1.0,Runoff
162,2010-12-01,322.266896451613,1.0,Runoff
163,2011-12-01,200.9701382258064,1.0,Runoff
164,2012-12-01,184.97696548387094,1.0,Runoff
165,2013-12-01,55.98042351612902,1.0,Runoff
166,2014-12-01,109.65688877419353,1.0,Runoff
167,2015-12-01,43.571370838709676,1.0,Runoff
168,2016-12-01,112.22782545161287,1.0,Runoff
0,2003-01-01,0.29974464,0.001,SWC10
1,2004-01-01,0.32435146225806455,0.001,SWC10
2,2005-01-01,0.340567659032258,0.001,SWC10
3,2006-01-01,0.3352969245161291,0.001,SWC10
4,2007-01-01,0.3298854777419356,0.001,SWC10
5,2008-01-01,0.33373515354838723,0.001,SWC10
6,2009-01-01,0.33123620967741935,0.001,SWC10
7,2010-01-01,0.3298471338709678,0.001,SWC10
8,2011-01-01,0.34855908999999996,0.001,SWC10
9,2012-01-01,0.3351422306451613,0.001,SWC10
10,2013-01-01,0.33689975451612897,0.001,SWC10
11,2014-01-01,0.32918699903225807,0.001,SWC10
12,2015-01-01,0.33425723677419356,0.001,SWC10
13,2016-01-01,0.3255445048387096,0.001,SWC10
14,2017-01-01,0.34295112,0.001,SWC10
15,2003-02-01,0.29332528678571423,0.001,SWC10
16,2004-02-01,0.3124771685714286,0.001,SWC10
17,2005-02-01,0.33254098214285716,0.001,SWC10
18,2006-02-01,0.32857170750000003,0.001,SWC10
19,2007-02-01,0.3238205003571429,0.001,SWC10
20,2008-02-01,0.3324135796428571,0.001,SWC10
21,2009-02-01,0.3276835432142858,0.001,SWC10
22,2010-02-01,0.32545900857142873,0.001,SWC10
23,2011-02-01,0.33260483178571426,0.001,SWC10
24,2012-02-01,0.3243409985714285,0.001,SWC10
25,2013-02-01,0.3335293485714286,0.001,SWC10
26,2014-02-01,0.32250458178571423,0.001,SWC10
27,2015-02-01,0.3304550760714287,0.001,SWC10
28,2016-02-01,0.32445866464285716,0.001,SWC10
29,2003-03-01,0.28375088354838707,0.001,SWC10
30,2004-03-01,0.314235369032258,0.001,SWC10
31,2005-03-01,0.32452024258064516,0.001,SWC10
32,2006-03-01,0.3209931209677419,0.001,SWC10
33,2007-03-01,0.32780913129032263,0.001,SWC10
34,2008-03-01,0.32111009903225807,0.001,SWC10
35,2009-03-01,0.32349029483870967,0.001,SWC10
36,2010-03-01,0.3304885509677418,0.001,SWC10
37,2011-03-01,0.32898320870967745,0.001,SWC10
38,2012-03-01,0.3210031503225806,0.001,SWC10
39,2013-03-01,0.3295027864516129,0.001,SWC10
40,2014-03-01,0.32123561193548383,0.001,SWC10
41,2015-03-01,0.32192558580645153,0.001,SWC10
42,2016-03-01,0.3167903764516129,0.001,SWC10
43,2003-04-01,0.29576788233333323,0.001,SWC10
44,2004-04-01,0.318068467,0.001,SWC10
45,2005-04-01,0.33796266833333327,0.001,SWC10
46,2006-04-01,0.3218862656666666,0.001,SWC10
47,2007-04-01,0.3404560526666666,0.001,SWC10
48,2008-04-01,0.32034307033333326,0.001,SWC10
49,2009-04-01,0.3248078653333332,0.001,SWC10
50,2010-04-01,0.3312957949999999,0.001,SWC10
51,2011-04-01,0.3279251963333333,0.001,SWC10
52,2012-04-01,0.3331354816666667,0.001,SWC10
53,2013-04-01,0.3293145846666667,0.001,SWC10
54,2014-04-01,0.32176733733333335,0.001,SWC10
55,2015-04-01,0.327012193,0.001,SWC10
56,2016-04-01,0.318922261,0.001,SWC10
57,2003-05-01,0.3297951303225806,0.001,SWC10
58,2004-05-01,0.3485581970967742,0.001,SWC10
59,2005-05-01,0.34212911903225807,0.001,SWC10
60,2006-05-01,0.35111717774193546,0.001,SWC10
61,2007-05-01,0.3589469751612902,0.001,SWC10
62,2008-05-01,0.33656384387096777,0.001,SWC10
63,2009-05-01,0.33352281354838703,0.001,SWC10
64,2010-05-01,0.34146878096774197,0.001,SWC10
65,2011-05-01,0.34196822774193536,0.001,SWC10
66,2012-05-01,0.34247853193548383,0.001,SWC10
67,2013-05-01,0.34306751677419356,0.001,SWC10
68,2014-05-01,0.34424224258064506,0.001,SWC10
69,2015-05-01,0.33869282064516126,0.001,SWC10
70,2016-05-01,0.33814172774193546,0.001,SWC10
71,2003-06-01,0.3299626336666666,0.001,SWC10
72,2004-06-01,0.34606755833333336,0.001,SWC10
73,2005-06-01,0.34379272099999997,0.001,SWC10
74,2006-06-01,0.3419106143333333,0.001,SWC10
75,2007-06-01,0.35375959399999996,0.001,SWC10
76,2008-06-01,0.3375970646666666,0.001,SWC10
77,2009-06-01,0.34428189700000006,0.001,SWC10
78,2010-06-01,0.34963766933333323,0.001,SWC10
79,2011-06-01,0.3537157970000001,0.001,SWC10
80,2012-06-01,0.348645684,0.001,SWC10
81,2013-06-01,0.344151764,0.001,SWC10
82,2014-06-01,0.34897279266666653,0.001,SWC10
83,2015-06-01,0.33740191666666675,0.001,SWC10
84,2016-06-01,0.34817308399999997,0.001,SWC10
85,2003-07-01,0.33503127258064513,0.001,SWC10
86,2004-07-01,0.34873699032258054,0.001,SWC10
87,2005-07-01,0.3409877309677419,0.001,SWC10
88,2006-07-01,0.3508991719354839,0.001,SWC10
89,2007-07-01,0.3467462670967742,0.001,SWC10
90,2008-07-01,0.3487443838709678,0.001,SWC10
91,2009-07-01,0.3438260174193549,0.001,SWC10
92,2010-07-01,0.3519859938709678,0.001,SWC10
93,2011-07-01,0.35409299322580645,0.001,SWC10
94,2012-07-01,0.3521505480645162,0.001,SWC10
95,2013-07-01,0.3537087096774194,0.001,SWC10
96,2014-07-01,0.3417553261290322,0.001,SWC10
97,2015-07-01,0.3356000254838709,0.001,SWC10
98,2016-07-01,0.3562088980645161,0.001,SWC10
99,2003-08-01,0.337578514516129,0.001,SWC10
100,2004-08-01,0.3526672583870968,0.001,SWC10
101,2005-08-01,0.35137196838709683,0.001,SWC10
102,2006-08-01,0.3529903248387097,0.001,SWC10
103,2007-08-01,0.3589309206451612,0.001,SWC10
104,2008-08-01,0.34676646387096777,0.001,SWC10
105,2009-08-01,0.3583537932258065,0.001,SWC10
106,2010-08-01,0.35890304032258064,0.001,SWC10
107,2011-08-01,0.34879952774193546,0.001,SWC10
108,2012-08-01,0.34897212838709674,0.001,SWC10
109,2013-08-01,0.3537953119354839,0.001,SWC10
110,2014-08-01,0.35166880483870966,0.001,SWC10
111,2015-08-01,0.339018456451613,0.001,SWC10
112,2016-08-01,0.3459364093548386,0.001,SWC10
113,2003-09-01,0.34141952033333334,0.001,SWC10
114,2004-09-01,0.3514367643333333,0.001,SWC10
115,2005-09-01,0.3537486533333334,0.001,SWC10
116,2006-09-01,0.34547720866666665,0.001,SWC10
117,2007-09-01,0.351180715,0.001,SWC10
118,2008-09-01,0.34033259433333335,0.001,SWC10
119,2009-09-01,0.34297503766666665,0.001,SWC10
120,2010-09-01,0.3556681416666667,0.001,SWC10
121,2011-09-01,0.3498088286666667,0.001,SWC10
122,2012-09-01,0.346660204,0.001,SWC10
123,2013-09-01,0.35298526333333335,0.001,SWC10
124,2014-09-01,0.3478322303333333,0.001,SWC10
125,2015-09-01,0.35008417833333333,0.001,SWC10
126,2016-09-01,0.3491435193333333,0.001,SWC10
127,2003-10-01,0.33973684612903227,0.001,SWC10
128,2004-10-01,0.35266392709677413,0.001,SWC10
129,2005-10-01,0.34332482193548397,0.001,SWC10
130,2006-10-01,0.3537037245161291,0.001,SWC10
131,2007-10-01,0.34613587096774195,0.001,SWC10
132,2008-10-01,0.33771747806451596,0.001,SWC10
133,2009-10-01,0.34743614483870966,0.001,SWC10
134,2010-10-01,0.3593724180645162,0.001,SWC10
135,2011-10-01,0.34987222709677424,0.001,SWC10
136,2012-10-01,0.34892355999999997,0.001,SWC10
137,2013-10-01,0.35002968677419355,0.001,SWC10
138,2014-10-01,0.3481937732258064,0.001,SWC10
139,2015-10-01,0.35322731580645167,0.001,SWC10
140,2016-10-01,0.35428566645161297,0.001,SWC10
141,2003-11-01,0.3522405296666666,0.001,SWC10
142,2004-11-01,0.3577741180000001,0.001,SWC10
143,2005-11-01,0.35870805600000005,0.001,SWC10
144,2006-11-01,0.36025263533333335,0.001,SWC10
145,2007-11-01,0.362740934,0.001,SWC10
146,2008-11-01,0.3614745849999999,0.001,SWC10
147,2009-11-01,0.360133065,0.001,SWC10
148,2010-11-01,0.36318356866666673,0.001,SWC10
149,2011-11-01,0.3676356396666668,0.001,SWC10
150,2012-11-01,0.3724862573333333,0.001,SWC10
151,2013-11-01,0.3490035816666667,0.001,SWC10
152,2014-11-01,0.3582101256666666,0.001,SWC10
153,2015-11-01,0.3513940363333334,0.001,SWC10
154,2016-11-01,0.3742068976666667,0.001,SWC10
155,2003-12-01,0.35739301516129035,0.001,SWC10
156,2004-12-01,0.34814046193548387,0.001,SWC10
157,2005-12-01,0.3475438903225807,0.001,SWC10
158,2006-12-01,0.35244487096774196,0.001,SWC10
159,2007-12-01,0.34869422193548383,0.001,SWC10
160,2008-12-01,0.34238726225806454,0.001,SWC10
161,2009-12-01,0.3439338706451613,0.001,SWC10
162,2010-12-01,0.3795162835483871,0.001,SWC10
163,2011-12-01,0.36798526806451604,0.001,SWC10
164,2012-12-01,0.37086383999999994,0.001,SWC10
165,2013-12-01,0.3429471041935484,0.001,SWC10
166,2014-12-01,0.3582528725806452,0.001,SWC10
167,2015-12-01,0.3402191403225807,0.001,SWC10
168,2016-12-01,0.35270494064516134,0.001,SWC10
